doc_id,entity_type,entity_text
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,The
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Fort
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Blang Mangat
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Masyarakat Batavia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Koleksi Kuda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Puropa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Blang Awe
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bah Arus Ranggasan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Marari
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sisi Inggris
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Selat Malaka
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Danau Manasa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Spanyol
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Gedung Tamu
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Timur
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Menjukeorang Dayak
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pantai Barat Sumatera
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tuan Courtenay
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Departemen Politik
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Mal
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pangeran Panei
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bajoe
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pancatantra
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Guyana Prancis
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tapa Tuan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Nagoer
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tampong
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Captain Basil Hall
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Zaan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Ngomong
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hukum
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sungai Bila
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Nagur Raja
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Padangsche Bovenlanden
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Aublets Histoire
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bila
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Varkensplas
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Amerika Serikat
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Divisi Marinir
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Stuttgart
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Not
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Carib
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Djohorse
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Karapatan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hindia Barat
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pangeran Berdaulat
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Batavin
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bentiang
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Zutine Qunesty
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Laudschap Dolok
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Vrai
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kompeni
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Eropa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Negara
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Oeloe Bila
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Nederlazid
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Huropa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Fragments
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Temengong Singapura
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dresden
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Peru Timur
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Toehan Poerba
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Album
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Factorijen
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hitopadeen
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sumbawa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Ebadi
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Madjapahit
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Carlton House
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Anvers
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Siantar
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Votre Excellence In Note
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Batjan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Nenek
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Panei
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Rapat Dewan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Indian India Kepulauan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Baroh
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pabrik
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Breda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pak
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Paris
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Asia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Queens Qunesty
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Inggris Raya
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Baropa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Halmaheira Utara
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dubbeldam
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pasoeroean
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Siccama
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hitopadeca
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dataran Tinggi Batu Bahra
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Batak Pak
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Rusia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hoogstden
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Cap
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kamar Amsterdam
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pakomotan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Blaug Mangat
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Penambean
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Rale Belanda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kepulauan Hindia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Timur Kepulauan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kina
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kementerian Angkatan Laut
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kuta
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Falcks
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,International Archiv
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bagian
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Mandheling
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Silau Mangei
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Ingatan Fagel
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kalimantan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sebaliknya
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dateh
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Peniboeran
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Indonesia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Calcutta
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Wina
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Halaman
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Makassar
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Walter Scott
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Trinidad
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Serawak
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Orientales
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sinkapur
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Komunikasi Belanda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Demerara
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Groningen
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Yang Mulia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bah Byak
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Batavia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Darit
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tuan Roosegaarde Bisschop
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Patali Naganton
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pancatantra Damanaka
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Revolusi
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Belanda Ketika
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Toradjasch
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,November
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bahasa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Banca
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Padang
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Despatehes
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Afrika
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pengalengan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Celebes
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Koleksi Hogendorp
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Abit
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Parakan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kontribusi Institut
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tapanahoni
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Washington
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Atau
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kofo
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Staatsblad
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Italia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kappler
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kalkuta
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Panitera
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bssequeho
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Rijksmuseum
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Ratu Inggris
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pulicat
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Guyana Inggris
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Ned
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Barat
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Leluhur
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dataran Tinggi Karo
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Lo Trieng
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kepulauan Iudischen
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dialek Swedia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Perjuangan Ratu
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Yang Mahatinggi
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sierra Leona
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Albina
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Cray
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Asia Kecil
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Wina Turkestan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bombay
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Coll
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pemerintah
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Loloda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tinnevelly
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Lampong
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tern
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pepeka
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Fene
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Departemen Luar Negeri
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Karg
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Museum Dresden Kurator Dr
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sumba
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Rop
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Inggris
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Belanda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Trincomale
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Grobogansche
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Java
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Cape
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bengal
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Institut
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kepulauan Sangi
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dunia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Naples
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Emma
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Alfurs
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Souvereinen Vorste
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sungai Belanda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tuan Van
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bah Hapal
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kinskina
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Gunung Roban
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Willemstad
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,British New Guinea
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Belanda Baru
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Roma
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Departemen Kolonial
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Roi Guillaume
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Doson
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Barmen
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Walpole
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Falck
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Eropa Tengah
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sangirsch
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Peusangan Panglima Padoeka Radja
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tiongkok
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Londres
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Denmark
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bah Si Tonggang
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tonden
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bwitenlandsche Zaken
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Para
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Windsor
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Missive
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pengadilan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Parlemen
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hik
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Lanjut
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Swedia Guadeloupe
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Van
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Rottineesch Kisah
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pauncatantra
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Si Poldas
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sunda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Wouters
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Krishna Radja
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Konsul Belanda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Blang
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Si Tanggangs
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Komisaris Jenderal
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Duta Besar Fagel Urusan Luar Negeri
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Jogjakarta
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Westindisch
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Menteri Jajahan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sungai Panei
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Boroh Nja Meunasah
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Panchatantra
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Yang Maha Tinggi
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Rhine
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Irlandia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Loden
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Voor
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Raja Lalimi
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Oeloe Merbau
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Masyarakat Seni
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Guiana Belanda
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Duta Besar Fagel
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Buiten
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hasselt
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Moira
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Bangkok
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Perancis Kekaisaran
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Oena
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Maisonneuve
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Lisbon
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,House
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Madrid
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,De Sturler
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Baron Van
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kroeeng Djawa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Heerenhuis
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tantra
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Diti
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kamar
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Lord Hastings
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Toempang
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Krspa
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Loean
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hackensack
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Perancis
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Calcapoer
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,India Barat Eomedynya
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Utara
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Laporan Luar Negeri
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pudisan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Daendels
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Lampiran
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Dairian
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kwala Merbau
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Craifarm
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Menteri Elout
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Semenanjung Melayu
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Mr Clive Day
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Luar Negeri
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Peski
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Belanda Gubernur Jenderal
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kup
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Suriname
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sultan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Sunrise
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Gonini
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kajan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kerajaan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Meunnsah
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Deventer
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hitopadegn
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Perpustakaan
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Tagerhuis
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Simaloer
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Van Nagell
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Kediaman
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Blaug Pidia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Guinea
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Hindia
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Asosiasi Misionaris Utrecht
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Luar Negeri Menteri Koloni
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Caurora
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Caleutta
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Pak Raffles
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Saman
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Nagel
New_51. BaruWestenenk-Bijdragen tot de Taal_processed,LOCATION,Cape Harapan Baik
