doc_id,entity_type,entity_text
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bentengs
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pemerintahan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Portugal
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sindjai Batalyon Infanteri
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Weleri
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Makasser
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Djepon
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bandjar Djawa
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kampong Melajoe
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Padangsche Bovenlanden
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Loano
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tjombaja
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bangkalang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Semawang Gedang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Temyang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Lolo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bila
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Dollok
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Amerika Serikat
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Muntok
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Loemoet
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Setjang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Utara Timur
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Boekit Kamang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Banten
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Margas Negara Ratoe
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Gelisson
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Seningo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kemoeso
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Padang Sibala Boea
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Rawas
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kamaringan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Salatiga
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Semawang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kambang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sangzit
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Ello
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,White Needle
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sungai Jambi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kompeni
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Eropa
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Negara
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Djetis
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pegunungan Klier
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Makas
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Selatan Ke
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Soka
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Lingkaran Bumi Tulong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Eembang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kadi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Durian Sampei
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Perbatasan Utara
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Trajem
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Wates
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Wonosobo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Delanggoe
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Militer
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Diposkan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Godo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Merambong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kapau
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Thorathea
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Poerwonegoro
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Aoer Malintang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Honimoa
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Dataran Atas
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Selat Lombok
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tabanan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sungai Badjak
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Dataran
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Loebo Basso
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Ajer Bangis
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Banjoedono
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Panei
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Hading
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tempel
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kepulauan Sunda Besar
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Lintau
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tjampa Karena
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Palakka
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Merapi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kemit
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Passar Sekar
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Angkolah
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Distrik Utara
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Remo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Batoer
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Paris
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Asia
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Lima
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Boroboedoer
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Batipo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Proa Aceh
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sungai Boenkoelan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bedojo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Soemanik
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pankadjene
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Menado
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kepulauan Lepar
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Mitjo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Semangi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Magelang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Poeloe Pagong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kepulauan Hindia
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Moesi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kasoemba
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sidjantang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Buitenzorg Mohon Maaf
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Timur Laut
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Front Timur
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Amboina
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tand
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kenali
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tapparang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Boenkulan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Winong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Wonoboddo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Punoengulan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sungai Tjenrana
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kalimantan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kota Toea
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Soerakarta
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Karassan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Mengirim Jambi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Loender
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Warga Lampong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Halaman
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Makassar
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Gombora
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pekalongan Maju
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Boerne
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sumenap
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Negri Ratoe
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Ketimbang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Ampel
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Barat Daya
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Solok Hamba
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kabupaten Lampong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Patih
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Priaman
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Walang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Mayor
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Katimbang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sadegan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pandjer
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Timbo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Batavia
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Asosiasi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Benteng Amerongen
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Di Selatan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Jambi  Halaman
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sungai Tjenrana Pantai Timur
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Boschrand
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Soerdjo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Andong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kertosono
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Uden
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sawansa
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Hawibrah
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Poeloe Tjinko
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Teluk Tapanoeli
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pekalongan Utara
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sipinang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Garis Padri
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sallo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Oedjoeng
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Boekulu
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bondjol Hitam
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Ledok
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Padang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tjanti
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Celebes
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Padri
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Padangseho Bovenlanden
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Ponto
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Klepoean
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Barat Laut
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Natal
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Parakan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Temanggoeng
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pasar
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Binangoon
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pegunungan Barisan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Lajang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Selokaton
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bengkalis
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Mauioen Namun
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kedoe
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Daloe
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Barat
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kedu
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kampong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Simpo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tapian Kandi
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bambang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bont
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Witte Naald
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pangkal
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pantai Selatan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Selatan Dikirim
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Rodjo Kesoemo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kalao
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pemerintah
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Salamana
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Goenoeng Itam
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Onrust
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sindang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Lampong
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Joengrangan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Front Utara
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Koempolan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Passaman
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tangerang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tangoong Tirto
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Ambatjang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Utara Westhoek
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Peningahan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Belanda
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Java
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Inggris
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Blimbing
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Koempoelan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kali Dj Enking
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Rauwen
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Boekaka
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Andalas
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Struiswijk
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Panolang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Nias
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Pnaman
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Amerongen
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Radja Moendang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bandjar
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Kretek
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Sungei Toewa
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Merawang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Selat Madoera
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bandongan
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Singkel
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Bagelen
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tjokro
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Mediterania Mereka
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Arab
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Solo
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Mahoempang
De krijgsgeschiedenis van Nederlandsch-Indië van 1811 tot 1894 - Part 1_processed,LOCATION,Tandjong Poera
